Name,Address,Manufacturer_state,Number,URL,Employees,Description,Capabilities_Overall
Sun Fast International LLC,"Brea, CA 92821 ",CA,855-203-6948,https://www.sunfastusa.com/,Oct-49,"Company Description by Thomasnet
Offshore part and component sourcing services. Capabilities include precision CNC machining, casting, forging, stamping, wire forming, tube bending, plastic injection molding and blow molding. Also custom manufacturer of wire forms and springs. Serving the construction, aerospace, electronics, aftermarket automotive, agriculture, medical and plumbing markets. Services include international trading services, turnkey project management, logistics, shipping and distribution, inventory management and manufacturing consultation. Distributor of vent pipe rubber flashings.
Company Description by Sun Fast International LLC
For over 30 years, we've worked as a sourcing agent, helping companies locate the right offshore manufacturers for their import and export opportunities. Far more than just a broker or a ""middleman,"" we provide value-added offshore sourcing agent services, including the expertise to minimize your risks and streamline your supply chain. Sun Fast closes the gap between overseas suppliers and domestic manufacturers.
","['Automotive Parts', 'Aircraft Parts', 'Assemblies', 'Cases', 'Casting Services', 'Cold Heading Services', 'Consulting Services', 'COVID-19 Response', 'Displays', 'Fabrication Services', 'Flashings', 'Forging Services', 'Forming Services', 'Import Services', 'Manufacturing Services', 'Machining', 'Medical Components', 'Molding Services', 'Plastics', 'Prototyping Services', 'Shelves and Shelving', 'Springs', 'Stamping Services', 'Tier 2 Medical Mfg. Supplies, Materials, Components & Services', 'Tube Fabrication and Bending Services', 'Tubes']"
"Impro Industries USA, Inc.","Diamond Bar, CA 91765 ",CA,888-614-5915,https://www.improprecision.com/,1000+,"Company Description by Thomasnet
Custom manufacturer of high precision, high complexity and mission critical components. Lost wax investment and sand casting processes are available. Machining capabilities include CNC turning, CNC milling, 4- and 5-axis machining, grinding (centerless, cylindrical, ID, and OD), honing, deburring, and hard turning. Materials worked with include various grades of stainless steel, low alloy steel, carbon steel, cast iron, super alloys, aluminum alloys, copper alloys, structural steel, spring steel, tool steel, ductile iron, gray iron, and more. Rapid prototyping services are available. Also provides surface treatment services including hard-chromate plating, passivation, oxidation, electroless nickel plating, pickling, phosphating, anodizing, and more. Other value added services include on-site engineering, tooling design and production, research and development, lab testing, and more. Industries served include automotive, aerospace, heavy-duty machinery, high horsepower engine, hydraulic, medical, and recreational boat/vehicle.
Company Description by Impro Industries USA, Inc.
Impro is a leading, global integrated manufacturer of high-precision, high complexity, and mission-critical metal components. Our precision investment castings, sand castings, precision machining products, and high-value-added surface treatment services play a vital function in advanced equipment and sophisticated systems which bring energy, safety, and comfort to the world. Many of our customers are ""blue-chip"" companies among Global Fortune 500, serving diverse end markets. We have developed strategic and long-term business relationships with our customers, in many cases, well over ten years.
","['Additive Manufacturing', 'Aluminum', 'Anodizing Services', 'Automotive Parts', 'Boat and Ship Parts', 'Boring Services', 'Broaching Services', 'Casting Services', 'COVID-19 Response', 'Cutting Services', 'Drilling Services', 'Engine Parts', 'Fabrication Services', 'Finishing Services', 'Grinding Services', 'Hobbing Services', 'Hydraulic Equipment', 'Implants', 'Knurling Services', 'Machining', 'Machine Tool Parts and Accessories', 'Machinery Parts', 'Manufacturing Services', 'Medical Components', 'Milling Services', 'Plating Services', 'Profiles', 'Prototyping Services', 'Tapping Services', 'Tier 2 Medical Mfg. Supplies, Materials, Components & Services', 'Treatment Services', 'Turning Services']"
"Aranda Tooling, Inc.","Chino, CA 91710 ",CA,888-436-0090,https://www.arandatooling.com/,200-499,"Company Description by Thomasnet
ISO 9001:2015 certified metal stamping, laser cutting and metal fabrication. CNC welding services include MIG, TIG, spot and resistance welding. Capable of working with metals such as aluminum, titanium, brass, bronze, copper, stainless steel, carbon steel and InconelÂ®. Tool and die design services are available. Low to high volume production runs. Press capacity from 25 to 1,320 tons. Industries served include the aerospace, automotive, medical, renewable energy and home hardware industries.
Company Description by Aranda Tooling, Inc.
From humble beginnings in 1975, Aranda Tooling, Inc., a minority-owned and ISO 9001:2015 registered company, has grown to become a premier metal stamping, laser cutting and metal fabrication enterprise. We do business nationally and internationally but our core market is in the western US serving AZ, CA, CO, NV, NM, OR, TX, UT and WA states.

We specialize in high-volume stamping and possibly the only one with a 1320 ton press. We have extensive experience working with design engineers in the automotive industry.

We employ over 300 skilled workers and highly trained management personnel worldwide. Our engineering and tooling departments work closely with our quality department to produce complex parts that meet the most rigid specifications of our customers - and we know how to maintain these specifications through high volume production runs.

Aranda Tooling, Inc. has established solid business relationships with numerous national and international companies. Our many satisfied customers More... rely on us for a variety of components and we produce over 1,000,000 precision parts per week. Serving the automotive (both OEM and parts suppliers), appliance, construction, home hardware, medical, military, plumbing and renewable energy industries, among others.

 The highest priority of Aranda Tooling, Inc. is quality. Continuous improvement in quality is a requirement of our business and a philosophy we are committed to practicing.

 Contact us today for any of your metal stamping, laser cutting and metal fabrication requirements. Less
","['Assemblies', 'Automotive Parts', 'Bending Services', 'Cutting Services', 'COVID-19 Response', 'Dies', 'Drilling Services', 'Fabrication Services', 'Forming Services', 'Fixtures', 'Gages', 'Grinding Services', 'Job Shop Services', 'Machining', 'Manufacturing Services', 'Military Equipment', 'Milling Services', 'Prototyping Services', 'Stamping Services', 'Spacecraft', 'Tier 2 Medical Mfg. Supplies, Materials, Components & Services', 'Tool and Die Services', 'Tooling', 'Tube Fabrication and Bending Services', 'Turning Services', 'Welding Services']"
ABC Sheet Metal,"Anaheim, CA 92806 ",CA,888-729-6413,https://www.abcsheetmetal.com/,Oct-49,"Company Description by Thomasnet
Specializing in sheet metal fabrication services. Works with stainless steel, steel, aluminum, copper, brass, ferrous and non-ferrous alloys, glass, stone and plastic. Capabilities include laser and waterjet cutting, forming, rolling, welding, punching, milling, drilling and bending. CNC machining also available. Prototype and high volume production runs. Serves the aerospace, defense, medical, oil and gas, commercial display, electronics, electrical equipment, heating, cooling, packaging, building material and construction industries. Meets AS9100 and AWS standards. ITAR registered.
Company Description by ABC Sheet Metal
ABC Sheet Metal is utilizing the latest equipment available in the industry, such as water jet, laser, and other cutting-edge technology. They are proud to bring you more than 140 years of experience in the custom sheet metal fabrication business.

We offer the following services:

- Laser Cutting

- Water Jet Cutting

- Plasma Cutting

- Forming

- Braking

- Rolling

- Punching

- Welding to AWS standards, D1.1, D1.2, D1.3, D1.4, D1.6, D9.1, D17.1 and the ability to tailor our welding to meet your company standards

- Magnetic Particle Inspection (MAG Particle)

- Scalable inspection to meet your needs including first run inspection, post-run inspection, daily lot inspection, Nth part inspection, PAPP or other industry or custom inspection protocols.
","['Aircraft Parts', 'Aluminum', 'Assemblies', 'Benches', 'Benders', 'Bending Services', 'Boxes', 'Brackets', 'Cutting Services', 'Cabinets', 'Chutes', 'Conduits and Ducts', 'Construction Services', 'Conveyors', 'Countertops', 'COVID-19 Response', 'Deburring / Deflashing Services', 'Displays', 'Drilling Services', 'Enclosures', 'Fabrication Services', 'Forming Services', 'Fittings', 'Forms', 'Frames', 'Guards', 'Hoppers', 'Job Shop Services', 'Manufacturing Services', 'Machining', 'Medical Components', 'Milling Services', 'Panels', 'Plastics', 'Prototyping Services', 'Punching Services', 'Signs', 'Stamping Services', 'Steel', 'Trays', 'Tables', 'Tanks', 'Tier 2 Medical Mfg. Supplies, Materials, Components & Services', 'Trucks and Carts', 'Turning Services', 'Welding Services']"
Applied Engineering,"San Jose, CA 95119 ",CA,833-979-1657,https://www.appliedengineering.com/,50-99,"Company Description by Thomasnet
Electromechanical contract manufacturing services offered from prototype to high volume production. Capabilities including turnkey system level integration, supply chain management, cleanroom assembly, high vacuum assembly, and manufacturing engineering. Industries served include; semiconductor, life science and medical, aerospace, and display and emerging technology.
Company Description by Applied Engineering
Applied Engineering (AE) is a vertically integrated ISO 9001, ISO 13485 and AS9100 certified contract manufacturing company that provides high tech electromechanical contract manufacturing services to original equipment manufacturers in the semiconductor, life science and medical, aerospace, display and emerging technology industries. Applied Engineering specializes in high precision electro-mechanical builds from complex sub-assemblies to large fully integrated capital equipment. AE is also UL 508A and ITAR Registered.

AE core competencies include an expertise in the manufacturing and build of complex electro-mechanical assemblies, PDUs, control panels, box build, rotary and linear actuators, high precision stages, coils, vacuum components, and optical assemblies. If required, AE has the facilities for Class 10,000 to Class 100 clean room assembly.

Additionally, AE differentiates itself by providing advanced manufacturing solutions through our new product introduction (NPI) process that More... is tailored to meet the specific needs of our clients. AE has the complete infrastructure to provide a total manufacturing solution for our clients, from documentation management, materials procurement, incoming inspection, build, to system level test. Less
","['Actuators', 'Automation Systems', 'Assemblies', 'Assembly Services', 'Coilers', 'Coils', 'Consulting Services', 'Copper', 'COVID-19 Response', 'Distribution Systems', 'Electromechanical Devices', 'Enclosures', 'Engineering Services', 'Grinding Services', 'Handling Equipment', 'Integration Services', 'Inductors', 'Manufacturing Services', 'Machinery Parts', 'Machining', 'Medical Equipment', 'Medical Products and Hospital Equipment', 'Milling Services', 'Modules', 'Motion Systems', 'Panels', 'Positioners', 'Processors', 'Prototyping Services', 'Robots', 'Research, Design and Development Services', 'Subassemblies', 'Tier 2 Medical Mfg. Supplies, Materials, Components & Services', 'Titanium', 'Turning Services', 'Windings']"
"New Technology Plastics, Inc.","Westminster, CA 92683 ",CA,866-967-9144,http://www.newtechnologyplastics.com,Oct-49,"Company Description by Thomasnet
Specializing in custom plastic thermoforming, CNC machining and material distribution. Offering turnkey plastic fabrication services and manufacturing of complex thermoformed plastic components. Also supplies plastic materials in various forms including sheet, extrusions, adhesives, rod, tubing, film and bar. Wide selection of plastic material in stock, no minimum orders. Complete in-house mold making and tooling capabilities. Engineering support provided. Serving the medical, electronic, food processing and packaging industries.
Company Description by New Technology Plastics, Inc.
An AS9100D with ISO9001:2015 certifications for distribution and fabrication of high-performance and general purpose plastic sheet, rod, tube and films. Our wide selection of inventory includes ABS, acrylics, acetals (Delrin), boltaron products, FEP, HDPE, Kel-F, laminates (G10-LE-CE) noryl, nylons, PEEK, PVDF, PVC, polycarbonates, royalite products, Teflon, UHMW, Ultem. We offer cut-to-size services and full CNC Machining capabilities. Friendly and expert sales service.

Quality - Reliability - Delivered
","['Acetal', 'Acrylic', 'Acrylonitrile Butadiene Styrene (ABS)', 'Adhesives', 'Bonding Services', 'Chlorinated Polyvinyl Chloride (CPVC)', 'COVID-19 Response', 'Cutting Services', 'Drilling Services', 'Ethylene Chlorotrifluoroethylene (ECTFE)', 'Engineering Services', 'Extrusion Services', 'Forming Services', 'Fabrication Services', 'Film', 'Film Products', 'Kydex®', 'Laminates', 'Micarta®', 'Miscellaneous Plastics', 'Machining', 'Macor', 'Medical Components', 'Milling Services', 'Nylon', 'Plastics', 'Polybutylene Terephthalate (PBT)', 'Polycarbonate', 'Polyester', 'Polyetheretherketone (PEEK)', 'Polyethylene', 'Polyethylene Terephthalate (PET)', 'Polyimide', 'Polyphenylene Oxide (PPO)', 'Polyphenylene Sulfide (PPS)', 'Polypropylene', 'Polystyrene', 'Polysulfone (PSU)', 'Polytetrafluoroethylene (PTFE)', 'Polyurethane', 'Polyvinyl Chloride (PVC)', 'Polyvinylidene Fluoride (PVDF)', 'Phenolic', 'Polyetherimide (PEI)', 'Polyethylene Terephthalate Glycol (PETG)', 'Polymers', 'Rods', 'Routing Services', 'Rulon®', 'Sheets', 'Tapping Services', 'Tier 2 Medical Mfg. Supplies, Materials, Components & Services', 'Tubes', 'Urethane', 'Vinyl']"
"Serra Laser & Waterjet, Inc","Anaheim, CA 92801 ",CA,877-790-9049,https://www.serralaser.com/,Oct-49,"Company Description by Thomasnet
Provides precision laser cutting services for components and parts. Services include 2-D, 3-D, 5-axis, waterjet, vertical milling and tube cutting services. Laser cutting capabilities are up to 1inch. The range for 2-D, 3-D, and 5-axis services are 0.01-1.00 inches, and the range for waterjet cutting is 0.001-8.00 inches. Capable of cutting preformed shapes, tubes, channels, and painted and pre-punched parts. Materials worked with include steel, aluminum, brass, bronze, copper, magnesium, stainless steel, plastic, acrylic, and wood. Other custom manufacturing services such as sheet metal fabrication, CNC machining, and milling services are also available.
Company Description by Serra Laser & Waterjet, Inc
Serra Laser center has been metal fabricating parts and components by means of laser cutting and waterjet cutting since 1994. We have two locations, Anaheim, CA and Sun Valley, CA. We provide industrial precision cutting services for specifications for OEMs, steel suppliers, sheet metal fabricators, and commercial industries.

With 14,000-square-feet of state-of-the-art manufacturing facilities, we are able to offer complete secondary services.

Serra Laser center has the capability of laser and waterjet cutting preformed shapes, tubes, channel, angle iron and rework of painted parts. We can also laser cut pre-punched parts, Hoffman box modifies - which can be very cost effective when dealing with complex outside patterns.

We make your unique laser and waterjet cut parts from print, simple drawing, .DXF file, IGES file or reverse engineering.

Contact us today and we will meet and exceed your laser cutting and waterjet cutting requirements and specifications.
","['Aerospace Components', 'Automotive Parts', 'Cutting Services', 'COVID-19 Response', 'Cutters and Cutting Machinery', 'Drilling Services', 'Engraving Services', 'Etching Services', 'Fabrication Services', 'Job Shop Services', 'Machining', 'Milling Services', 'Manufacturing Services', 'Medical Components', 'Plastics', 'Polymers', 'Printing and Marking Services', 'Prototyping Services', 'Spacecraft', 'Stamping Services', 'Tier 2 Medical Mfg. Supplies, Materials, Components & Services']"
"Kitch Engineering, Inc","Pacoima, CA 91331 ",CA,818-897-7133,https://www.kitchengineering.com/,Oct-49,"Company Description by Thomasnet
Custom manufacturer of precision components, parts, and assemblies. Capabilities include CNC milling, CNC turning, and Swiss screw machining. Capable of maintaining tight tolerances of +/-.0001 in. Metal materials worked with include aluminum, stainless steel, super alloys, InconelÂ®, titanium, aircraft alloys, carbon steel, brass, and bronze. Plastic materials worked with include PTFE, nylon, acrylic, UltemÂ®, and glass filled polycarbonate. Production runs range from prototype to long term production. Value added services include quality inspection and assembly. Outsourced services include heat treating, plating, grinding, anodizing, and honing. Industries served include aerospace, medical, and military.
Company Description by Kitch Engineering, Inc
Located approximately 25 miles north of Los Angeles, California, Established in 1984, Kitch Engineering is a family owned and operated precision CNC machine shop which employs a talented workforce of 30+ employees. We house 34 state of the art CNC machines in or 25,000 square foot facility.

Our extensive knowledge of precision machining allows us to provide high quality machined parts that exceed expectations and bring value to our customers. We strive for continuous improvement of our systems and processes. We are committed to innovation, outstanding quality, and customer satisfaction.

From simple to complex close tolerance jobs (+/- .0001), prototype to long-term thousand piece orders, our products are manufactured to the highest standards and delivered on-time. Kitch Engineering takes great pride in providing the highest quality parts to our customer. We boast over a 99% quality and on-time delivery rating among all of our customer.
","['Aerospace Components', 'Aircraft Parts', 'Assemblies', 'COVID-19 Response', 'Machining', 'Manufacturing Services', 'Milling Services', 'Medical Components', 'Plastics', 'Prototyping Services', 'Turning Services', 'Tier 2 Medical Mfg. Supplies, Materials, Components & Services']"
Burhoe Machine Works,"Sonora, CA 95370 ",CA,209-533-1231,https://www.burhoemachineworks.com/,9-Jan,"Company Description by Thomasnet
Precision specialty and micro CNC machining services. Works with various exotic metals such as platinum, cobalt, yttrium, chrome, titanium and tungsten. Also custom manufacturer of thermoset molds including liquid silicone, gum stock and rubber injection, transfer and polished molds. Medical machining is suitable for hearing aids, cochlear implants, neurostimulators, pacemakers, implantable defibrillators and surgical tools. Serves the aerospace, submarine and medical industries.
Company Description by Burhoe Machine Works
CNC machining services. Materials handled include titanium, aluminum, yttrium, stainless steels, Invar, Inconel, and nickel alloys and cobalt alloys. Custom manufacturer of highly polished valve components, centrifuge parts, turbine parts, submarine parts and components for the oil and gas industries. Applications include aerospace, submarine, medical industries and silicon wafer industries. Capabilities include in house-engineering, machining, turning, wire EDM, sinker EDM, and precision polishing.
","['Bearings', 'COVID-19 Response', 'Deburring / Deflashing Services', 'Engine Parts', 'Fabrication Services', 'Grinding Services', 'Housings', 'Machining', 'Milling Services', 'Manufacturing Services', 'Medical Components', 'Molding Services', 'Molds', 'Plastics', 'Plating Services', 'Turning Services', 'Tier 2 Medical Mfg. Supplies, Materials, Components & Services', 'Welding Services']"
"M & S Screw Products, Inc.","Upland, CA 91786 ",CA,800-446-2637,http://www.ms-screw.com,Oct-49,"Company Description by Thomasnet
Manufacturer of screw machine products, turned parts, milling & tapping, complete machine & job shop services, short run, high precision, aluminum, brass, bronze, close tolerance, CNC, Swiss, miniature, prototype, stainless steel, steel, electronic, medical, microminiature, single spindle, PTFE.
Company Description by M & S Screw Products, Inc.
About M & S Screw Products, Inc.

M&S Screw Products was founded in 1985. The company has grown by combining new technology and proven methods of production. Through this process M&S has offered customers high quality, short lead times, and competitive pricing. All phases of the operation are tracked with an integrated computer system utilizing estimating, purchasing, shop floor control, and accounting functions, to provide the customer with the utmost information on the production of their parts.

M&S machines most types of metals and plastics for many different industries. 

We can run small and large batches of parts. Our second operation department utilizes CNC machinery for milling, drilling, and tapping of parts or castings. Our turning department can handle bar diameters of 2 ¾and blank diameters to 6. We also have multi axis Swiss capabilities to 20mm.
","['Drilling Services', 'Machining', 'Standoffs and Spacers', 'Turning Services']"
"Proformance Manufacturing, Inc.","Corona, CA 92879 ",CA,951-279-1230,https://proformancemfg.com/,Oct-49,"Company Description by Thomasnet
Custom manufacturer of precision metal and plastic stampings, assemblies and parts. Materials worked with include metals and plastics such as aluminum, stainless steel, carbon steel, copper, glass sealing alloys, KovarÂ®, InconelÂ®, PTFE and PEEK. Capabilities include cutting, forming, slotting, drilling, knurling and milling. Secondary services such as plating, polishing, powder coating, anodizing, deburring and heat treating are also offered. Industries served include automotive, aerospace, electronics, medical, lighting, oil, and gas. On-time delivery.
Company Description by Proformance Manufacturing, Inc.
Since 1987 Proformance Manufacturing, Inc areas of expertise are in precision metal stampings, deep draw parts and machined components and parts. Components formed from flat sheet stock are produced in mechanical and hydraulic presses.

Proformance Manufacturing, Inc. is a service-oriented manufacturer of precision metal components. We offer a multitude of manufacturing methods that are used individually or combined to provide our clients the best options in capability, flexibility, quality and ultimately the most price competitive components producible.
","['Aerospace Components', 'Aircraft Parts', 'Automotive Parts', 'Boring Services', 'Canisters', 'Cans', 'Computer Accessories', 'Connector Parts', 'COVID-19 Response', 'Cutting Services', 'Dies', 'Drilling Services', 'Electrical Components', 'Electronic Components', 'Forming Services', 'Fabrication Services', 'Handling Equipment', 'Knurling Services', 'Lighting Components', 'Machining', 'Metal Spinning Services', 'Machine Tool Parts and Accessories', 'Machinery Parts', 'Manufacturing Services', 'Medical Components', 'Milling Services', 'Plastics', 'Prototyping Services', 'Stamping Services', 'Shells', 'Spacecraft', 'Stamps', 'Tool and Die Services', 'Tapping Services', 'Tier 2 Medical Mfg. Supplies, Materials, Components & Services', 'Turning Services']"
"Integral Engineering & Fabrication, Inc.","City Of Industry, CA 91744 ",CA,626-369-0958,http://www.integralfab.com/,Oct-49,"Company Description by Thomasnet
Sheet metal fabrication services including punching, forming & tooling, small run production & engineering services. Materials fabricated include aluminum, stainless steel, cold rolled steel, electro-galvanized steel, Paintlok™, JetcoatÂ®, copper & plastics. Forming capabilities include basic angle forming, hemming & progressive forming of materials. Tooling capabilities include round, rectangle, obround, square, radius & special shapes & sample turret forming. Engineering services include CAD services, CAM services, mechanical design services & consultant services for product re-design & improvement & manufacturing cost reduction analysis. Capabilities also include converting parts & assemblies into 3D format. On time delivery.
Company Description by Integral Engineering & Fabrication, Inc.
Integral provides all forms of sheet metal fabrication and engineering services with rapid turnaround. Supporting the engineering, medical, computer, appliance, and other industries with high quality sheet metal parts and assemblies and complete engineering services.

Our fabrication capabilities includes: shearing, CNC turret punching/forming, laser cutting, punch press forming/blanking, CNC press brake bending, roll forming, tube bending, tig/mig welding, spot welding, grinding and polishing, sandblasting, pem hardware install, powder-coating, plating, assembly, and other sheet metal related processes. 

Our engineering services includes 2D drawing, 3D modeling, CNC programming, packaging and mechanism design (in both metal and plastic materials), structural analysis, consultant services in cost reduction and product improvement. We bring your idea into reality in minimal time with our experiences in product development. We are a job shop with many values added.
","['Aerospace Components', 'Anodizing Services', 'Assemblies', 'Bending Services', 'Blasting and Peening Services', 'Brazing Services', 'Cabinets', 'Coating Services', 'Consulting Services', 'COVID-19 Response', 'Cutting Services', 'Drafting Services', 'Enclosures', 'Engineering Services', 'Fabrication Services', 'Finishing Services', 'Forming Services', 'Grinding Services', 'Job Shop Services', 'Kiosks', 'Manufacturing Services', 'Machining', 'Medical Components', 'Painting Services', 'Plating Services', 'Polishing Services', 'Printing and Marking Services', 'Programming Services', 'Prototyping Services', 'Punching Services', 'Research, Design and Development Services', 'Stamping Services', 'Tier 2 Medical Mfg. Supplies, Materials, Components & Services', 'Welding Services']"
